amount,new_payee,on_call,typing_pause,typing_variance,device_movement,transaction_hour,previous_transactions,fraud
2429.57,1,0,8.31,0.72,0.95,23,99,1
42793.89,0,0,6.79,0.57,0.27,23,98,1
31579.47,0,0,3.99,0.37,0.84,5,59,1
1981.1,0,0,1.57,0.76,0.06,3,90,0
46633.55,0,0,7.37,0.4,0.73,8,72,0
35312.4,0,0,2.3,0.83,0.63,11,5,0
47205.4,0,1,9.98,0.89,0.82,7,2,1
11642.58,1,0,1.84,0.8,0.35,14,17,0
42047.57,1,0,8.82,0.82,0.62,20,62,1
44421.64,1,0,0.49,0.66,0.1,4,63,0
48085.4,0,0,1.01,0.74,0.38,21,49,0
18706.54,0,0,1.22,0.6,0.09,23,97,0
44329.8,1,1,9.23,0.15,0.17,21,9,1
22556.21,0,0,2.7,0.21,0.7,22,99,0
24227.75,0,0,0.3,0.9,0.59,7,58,0
40416.11,0,0,7.24,0.2,0.86,22,87,0
42107.09,0,0,6.75,0.08,0.74,9,15,0
20816.66,1,0,3.29,0.98,0.99,3,25,1
46720.06,0,0,2.74,0.93,0.21,3,34,0
27820.7,1,0,2.8,0.21,0.64,7,64,0
28519.11,1,0,8.84,0.6,0.17,10,89,1
44888.35,0,0,1.09,0.08,0.58,7,67,0
39809.76,0,0,4.85,0.07,0.14,12,77,0
21914.89,0,0,0.65,0.19,0.71,1,60,0
49277.65,0,1,0.15,0.76,0.91,7,37,1
4896.68,0,1,5.47,0.55,0.18,7,8,0
40525.99,0,0,9.15,0.25,0.68,13,23,0
30227.38,0,0,3.08,0.49,0.62,19,60,0
15201.75,0,0,6.91,0.17,0.45,0,41,0
37443.92,0,1,8.93,0.24,0.63,7,12,1
19637.7,1,0,6.28,0.32,0.41,12,46,0
17003.62,0,1,3.06,0.93,0.27,9,82,0
31564.91,1,0,9.33,0.65,0.32,11,59,1
14412.11,0,0,8.54,0.53,0.69,18,59,0
47736.54,0,1,2.11,0.19,0.86,11,86,0
13247.32,0,0,9.86,0.35,0.16,4,30,0
36001.05,1,0,0.31,0.26,0.1,17,96,0
23029.16,0,0,6.28,0.67,0.12,17,16,0
27095.21,1,0,8.56,0.93,0.23,11,67,1
4843.32,0,0,2.14,0.88,0.2,0,2,0
30324.39,0,0,8.7,0.59,0.47,2,42,0
23288.0,1,0,8.34,0.52,0.16,3,40,1
15230.66,0,0,3.03,0.52,0.45,15,54,0
11644.3,0,0,0.65,0.24,0.06,11,56,0
15887.13,1,0,3.52,0.39,0.06,7,63,0
1696.52,1,1,5.4,0.57,0.67,19,21,1
32396.39,0,0,4.63,0.57,0.89,12,34,0
10581.36,0,0,4.06,0.19,0.53,22,34,0
22132.55,0,1,7.09,0.52,0.29,19,34,1
28893.32,0,0,8.05,0.09,0.99,23,79,0
39823.82,0,0,8.82,0.44,0.56,0,6,0
217.14,0,0,1.3,0.16,0.44,0,70,0
35632.39,0,0,9.41,0.3,0.86,20,39,0
8524.8,1,0,6.01,0.37,0.3,22,18,0
25536.88,0,0,4.81,0.4,0.66,8,40,0
8279.62,0,0,6.29,0.74,0.94,1,35,0
8652.78,0,0,7.87,0.84,0.92,6,93,0
12278.79,1,0,2.69,0.98,0.9,11,4,0
1405.3,0,0,9.36,0.27,0.13,20,29,0
1044.49,0,1,3.58,0.44,0.07,12,78,0
40255.83,0,0,4.53,0.34,0.51,12,62,0
41964.66,0,0,1.46,0.7,0.92,10,1,0
28036.78,1,0,2.67,0.33,0.72,17,10,0
4878.13,1,0,3.7,0.77,0.29,23,30,0
2081.59,1,0,6.4,0.26,0.69,22,71,0
23713.34,0,0,8.95,0.52,0.85,19,73,0
20584.19,0,0,8.28,0.27,0.55,5,10,0
17738.53,0,0,1.18,0.8,0.14,17,87,0
42769.96,0,1,9.8,0.3,0.09,14,32,1
5127.57,1,0,8.71,0.18,0.17,11,62,0
40088.44,0,0,2.42,0.51,0.57,22,67,0
12930.21,1,0,9.66,0.06,0.51,16,15,0
22511.26,0,0,4.21,0.75,0.7,22,40,0
12572.95,0,0,3.76,0.51,0.35,16,59,0
10768.68,0,0,6.64,0.95,0.74,9,79,0
44223.83,1,0,5.9,0.98,0.56,2,51,1
20520.35,1,0,2.55,0.82,0.77,7,67,1
45541.09,1,0,2.05,0.65,0.7,15,53,0
48689.75,0,0,2.88,0.74,0.28,15,53,0
26538.71,0,0,1.27,0.67,0.32,12,89,0
41960.51,0,0,5.71,0.58,0.5,19,85,0
3270.43,0,1,5.44,0.32,0.16,9,60,0
32278.32,0,1,0.32,0.34,0.93,14,88,0
12155.96,0,0,8.97,0.15,0.72,2,73,0
43509.49,0,0,5.76,0.51,0.52,16,40,0
46893.31,0,0,8.08,0.15,0.99,0,67,1
32578.23,0,0,6.63,0.91,0.98,0,50,1
6792.57,0,1,3.02,0.05,0.26,9,55,0
49550.21,0,0,3.41,0.36,0.07,5,16,0
34790.3,0,0,3.57,0.77,0.6,23,79,0
3388.02,0,0,9.38,0.41,0.68,13,80,0
6438.98,0,0,1.66,0.22,0.77,4,28,0
27934.73,0,0,5.67,0.35,0.33,9,60,0
43576.72,0,0,8.99,0.38,0.57,9,58,1
6377.54,0,0,2.11,0.48,0.81,20,58,0
45470.7,0,0,0.15,0.36,0.68,1,12,0
22717.76,0,0,6.71,0.09,0.42,22,27,0
48927.45,0,0,4.19,0.87,0.29,7,6,0
30724.03,1,0,1.92,0.77,0.07,11,82,0
796.06,0,0,6.15,0.71,0.38,13,74,0
3575.33,0,0,7.45,0.53,0.45,8,96,0
9046.88,0,0,7.26,0.82,0.81,11,60,1
996.1,0,0,9.7,0.71,0.12,4,36,0
38589.02,1,0,6.48,0.08,0.84,6,8,1
25733.82,0,0,5.9,0.78,0.99,15,30,1
39702.26,0,1,6.44,0.87,0.95,22,2,1
43360.36,1,1,5.0,0.17,0.71,7,8,1
22117.36,0,1,1.35,0.91,0.87,6,61,1
8938.36,0,0,5.71,0.43,0.32,23,74,0
16833.38,0,0,1.72,0.17,0.08,20,32,0
37674.01,1,0,4.73,0.66,0.84,10,72,0
24536.23,1,1,3.55,0.9,0.5,23,88,1
18152.32,0,0,7.07,0.67,0.97,16,13,0
22496.7,0,0,6.92,0.63,0.56,17,29,0
14758.72,0,0,1.69,0.37,0.36,23,86,0
42641.68,0,0,9.76,0.37,0.62,18,6,0
38358.59,1,0,1.84,0.11,0.6,7,92,0
42932.83,1,0,9.32,0.6,0.56,6,28,1
10543.46,0,0,5.15,0.41,0.48,18,43,0
17578.59,0,0,0.57,0.79,0.59,15,40,0
7578.15,0,0,2.36,0.06,0.17,3,39,0
5932.25,1,0,1.39,0.24,0.61,7,24,0
43135.46,1,0,4.56,0.07,0.66,14,78,0
13575.92,0,0,4.22,0.22,0.7,13,13,0
42947.74,0,0,6.77,0.16,0.71,22,12,0
47254.74,0,0,3.88,0.96,0.36,22,44,0
45084.14,0,1,9.96,0.29,0.46,14,79,1
48206.3,0,0,0.65,0.1,0.91,21,96,0
39119.44,0,0,4.95,0.15,0.45,3,12,0
1875.55,0,0,0.28,0.94,0.13,7,80,0
23485.72,1,0,9.78,0.99,0.58,6,64,1
15873.63,0,0,2.88,0.97,0.2,5,28,0
5905.79,0,1,9.24,0.89,0.48,6,41,0
2514.95,0,0,4.89,0.3,0.39,12,50,0
24507.79,1,0,1.17,0.51,0.71,3,20,1
34034.3,0,1,0.28,0.58,0.8,9,46,0
8914.49,0,1,7.37,0.68,0.83,5,29,1
42980.71,0,0,8.18,0.81,0.85,11,14,1
47985.35,0,0,1.75,0.99,0.58,9,62,0
14481.31,0,0,4.25,0.97,0.7,19,42,0
27147.46,1,1,4.54,0.31,0.42,21,93,1
14414.66,0,1,0.79,0.69,0.21,4,8,0
3171.0,0,0,8.86,0.26,0.49,22,22,1
38821.24,1,0,3.17,0.19,0.75,23,30,0
32807.13,0,1,0.76,0.4,0.43,14,25,0
24904.76,1,1,8.81,0.51,0.65,8,55,1
32048.52,1,0,9.12,0.99,0.15,13,71,1
49058.45,1,0,6.48,0.15,0.85,2,17,1
1118.04,0,0,8.64,0.32,0.7,14,21,0
44740.43,0,1,8.12,0.58,0.95,14,10,1
30252.55,1,0,2.83,0.3,0.56,1,36,0
46367.6,0,0,6.55,0.78,0.96,11,77,1
5693.72,0,0,8.98,0.43,0.96,1,34,0
48691.65,0,1,9.32,0.96,0.06,14,86,0
12685.93,1,1,1.45,0.52,0.25,6,54,0
16342.62,0,0,5.38,0.19,0.06,12,42,0
8892.1,0,0,5.9,0.35,0.13,4,38,0
9484.12,0,0,2.71,0.06,0.54,16,89,0
48147.24,0,0,5.78,0.93,0.84,5,56,1
32442.52,1,1,8.65,0.69,0.25,4,97,1
25353.55,1,1,7.45,0.85,0.11,11,91,1
44179.15,0,0,7.56,0.26,0.42,11,43,1
36248.67,0,0,3.62,0.32,0.22,7,73,0
12678.29,0,0,9.82,0.42,0.13,7,12,0
29578.61,0,0,4.38,0.1,0.54,19,35,0
5281.59,0,0,6.14,0.24,0.29,13,27,0
47895.98,1,0,3.34,0.25,0.52,14,93,0
33601.26,0,1,1.73,0.81,0.8,12,84,1
19988.11,0,0,2.71,0.58,0.44,22,5,0
6405.87,1,0,7.75,0.37,0.19,19,25,0
8261.4,0,0,0.26,0.16,0.23,2,95,0
17142.15,1,0,6.31,0.39,0.36,23,65,0
25066.65,0,0,7.67,0.52,0.37,6,49,0
27652.83,1,0,2.27,0.55,0.2,15,44,0
30306.65,0,0,6.24,0.33,0.13,14,35,0
15770.8,0,0,6.31,0.34,0.97,22,53,0
6922.44,0,0,5.39,0.85,0.6,18,75,0
32805.24,0,0,6.7,0.34,0.33,7,29,0
39188.5,0,0,5.64,0.06,0.13,3,17,0
9352.05,0,1,6.56,0.11,0.55,12,54,0
7293.97,1,0,9.95,0.45,0.63,13,93,0
25336.54,1,1,6.19,0.06,0.71,7,2,1
22656.98,0,0,7.19,0.26,0.14,6,74,0
28052.58,0,0,9.16,0.21,0.83,12,88,0
1805.36,0,1,6.93,0.74,0.71,14,3,1
5073.23,0,1,9.81,0.52,0.06,8,62,0
16171.82,0,0,9.44,0.4,0.92,3,83,0
18241.55,0,1,6.91,0.16,0.19,17,1,0
9865.82,0,1,0.29,0.84,0.19,11,12,0
28585.57,0,0,6.19,0.84,0.2,16,86,0
29662.79,1,0,1.17,0.45,0.74,5,62,0
10381.82,0,0,0.72,0.7,0.4,11,78,0
48222.73,0,0,8.12,0.3,0.25,4,94,0
49355.41,0,0,4.05,0.21,0.77,5,36,0
43768.54,0,0,2.22,0.37,0.8,14,94,0
31953.25,0,1,7.77,0.81,0.56,15,37,1
21335.61,0,0,6.12,0.42,0.3,0,99,0
32305.39,0,0,2.7,0.77,0.78,9,10,0
30634.01,0,0,8.37,0.7,0.54,2,0,1
32151.75,0,0,6.29,0.14,0.95,12,16,0
18759.0,0,0,0.51,0.29,0.71,14,33,0
28003.38,0,0,1.7,0.16,0.77,23,77,0
22968.33,0,1,0.99,0.78,0.64,13,98,0
32981.25,0,1,4.9,0.34,0.54,1,67,0
40417.49,0,0,0.51,0.32,0.28,18,8,0
1184.77,0,0,5.81,0.72,0.65,0,95,0
6999.44,0,0,4.23,0.68,0.52,20,93,0
21674.56,1,1,3.15,0.16,0.85,7,14,1
47534.64,1,0,2.28,0.24,0.93,20,87,0
38766.68,0,0,4.7,0.29,0.53,14,8,0
42897.25,0,0,1.16,0.68,0.84,1,47,0
26210.6,0,1,7.08,0.76,0.8,2,64,1
22111.7,1,0,8.55,0.81,0.09,23,17,1
5193.54,0,1,1.29,0.48,0.92,22,21,0
18972.0,0,0,3.31,0.73,0.18,1,23,0
7321.06,1,0,7.2,0.95,0.55,6,46,0
23105.58,0,0,6.07,0.99,0.94,11,46,1
44467.61,0,0,8.96,0.42,0.96,9,58,0
34494.16,1,0,5.4,0.71,0.7,9,45,1
29377.9,1,0,7.95,0.39,0.94,9,68,1
1664.94,0,0,4.26,0.53,0.11,1,65,0
39246.83,0,0,8.2,0.66,0.34,9,46,0
30287.01,0,0,9.1,0.66,0.78,7,16,0
48004.59,1,1,1.8,0.31,0.32,6,4,1
1611.63,1,0,6.05,0.57,0.61,15,7,0
527.6,0,0,1.76,0.22,0.69,8,61,0
49589.77,0,0,9.84,0.84,0.5,19,9,0
40508.45,1,0,7.41,0.96,0.69,0,73,1
47286.92,0,0,4.82,0.94,0.12,17,66,0
34378.93,1,0,9.1,0.94,0.11,2,50,1
1270.61,0,0,9.12,0.85,0.17,9,98,0
19687.06,0,1,4.57,0.53,0.54,11,90,0
36867.16,0,0,9.29,0.48,0.75,10,39,0
1042.16,0,0,6.93,0.37,0.71,2,46,0
35226.4,0,1,4.94,0.48,0.24,7,59,0
31713.41,0,0,7.73,0.36,0.28,18,26,0
38765.43,0,0,5.12,0.7,0.65,15,16,0
2333.1,0,0,1.55,0.32,0.34,4,6,0
33218.85,0,0,3.43,0.33,0.56,14,35,0
4081.48,0,1,7.24,0.13,0.85,3,28,1
30586.23,1,0,2.29,0.54,0.57,17,32,0
28297.18,1,1,8.77,0.81,0.95,3,32,1
13329.65,0,1,5.1,0.76,0.18,1,11,1
44045.36,0,0,3.54,0.73,0.58,9,51,0
30148.22,0,0,9.48,0.39,0.29,21,15,0
30849.59,0,0,9.43,0.77,0.25,13,37,0
40502.75,0,0,4.47,0.73,0.42,4,92,0
31670.58,1,0,4.66,0.69,0.56,8,2,0
3009.03,1,0,8.65,0.67,0.86,15,74,0
17452.12,1,0,0.87,0.8,0.84,11,21,0
42731.86,0,0,8.32,0.45,0.23,18,49,0
26613.41,1,0,5.86,0.79,0.23,14,76,1
38921.42,0,0,6.57,0.93,0.1,16,26,0
49323.74,1,0,0.57,0.89,0.82,12,9,1
17022.63,0,0,7.22,0.14,0.65,6,26,0
27026.83,0,0,4.02,0.22,0.85,16,30,0
8440.0,0,0,5.39,0.24,0.53,21,56,0
2726.84,0,0,8.98,0.66,0.78,5,5,0
25921.3,1,0,5.87,0.43,0.95,20,59,1
14341.72,1,0,8.3,0.83,0.23,10,53,0
14944.88,0,0,2.38,0.05,0.73,13,5,0
5313.67,0,0,4.81,0.09,0.97,17,52,0
7630.71,1,1,2.9,0.47,0.39,9,24,0
41277.13,0,1,0.85,0.68,0.48,3,67,0
22936.52,0,0,7.24,0.32,0.84,15,21,0
36282.15,0,0,3.23,0.61,0.66,6,50,0
3984.17,0,0,6.74,0.2,0.06,15,34,0
5407.77,0,0,4.38,0.53,0.66,19,87,0
35550.19,0,1,5.76,0.6,0.25,10,38,1
23289.77,0,0,9.51,0.98,0.57,13,37,0
9054.32,0,0,5.92,0.11,0.96,15,81,0
34940.95,0,0,4.75,0.73,0.55,19,12,0
30558.65,1,0,0.84,0.49,0.9,1,56,1
47458.56,0,1,3.7,0.85,0.45,18,74,0
31748.73,1,0,5.97,0.23,0.38,22,91,1
23506.11,0,0,1.54,0.08,0.5,7,18,0
5872.19,1,0,6.41,0.66,0.84,9,83,0
25287.24,0,0,8.34,0.12,0.71,20,93,0
19020.13,0,0,8.92,0.52,0.83,17,0,0
5209.48,0,0,3.86,0.37,0.73,16,29,0
2637.61,0,0,5.52,0.19,0.18,17,57,0
40229.73,0,0,3.62,0.8,0.53,7,5,0
36975.7,0,0,3.82,0.52,0.38,23,12,0
45482.09,0,0,2.36,0.52,0.39,14,49,0
1227.96,0,0,8.61,0.49,0.43,22,26,0
49136.14,1,0,9.39,0.74,0.23,20,93,1
3668.0,0,0,3.93,0.36,0.62,21,80,0
2474.4,0,0,6.98,0.15,0.68,22,73,0
10025.95,1,0,4.43,0.07,0.51,16,39,0
16150.96,0,0,6.76,0.79,0.55,6,92,0
10110.76,0,0,2.57,0.26,0.54,14,52,0
9858.98,0,1,5.65,0.29,0.3,8,87,0
15341.67,1,0,2.27,0.72,0.79,18,69,0
34933.91,0,0,4.04,0.6,0.95,6,19,0
16513.1,0,0,3.2,0.83,0.58,17,95,0
14972.32,0,1,9.68,0.47,0.42,17,77,0
21402.58,0,0,7.46,0.56,0.82,0,6,1
10828.74,1,1,3.53,0.21,0.05,16,9,0
25048.87,0,0,6.51,0.45,0.19,17,5,0
10832.75,0,0,7.21,0.78,0.49,17,4,0
13105.61,0,0,5.59,0.6,0.17,3,11,0
13487.28,1,0,8.4,0.46,0.74,10,72,0
15657.7,0,0,0.43,0.86,0.7,15,62,0
34429.35,1,0,0.46,0.94,0.38,3,1,1
24643.66,1,0,2.77,0.28,0.99,15,8,0
28818.46,1,0,9.71,0.95,0.89,10,7,1
31739.35,1,1,1.89,0.78,0.37,20,18,1
26716.41,0,0,0.45,0.44,0.15,4,43,0
2158.39,0,0,1.05,0.68,0.66,7,31,0
156.46,0,0,5.89,0.09,0.51,19,37,0
43460.67,1,0,1.44,0.28,0.79,23,3,1
23373.04,0,0,3.12,0.29,0.61,17,42,0
13051.66,0,0,0.92,0.33,0.88,6,75,0
1205.62,0,0,6.52,0.74,0.87,21,15,0
49723.06,1,1,5.79,0.43,0.4,1,55,1
12533.81,1,0,9.17,0.1,0.2,15,85,0
6005.43,1,0,4.15,0.83,0.7,0,80,0
4327.96,0,0,0.53,0.91,0.55,11,70,0
41941.2,1,1,4.88,0.37,0.2,4,32,1
28022.78,0,1,7.31,0.66,0.37,6,76,1
14477.44,1,0,7.15,0.6,0.21,12,86,0
3002.57,0,0,5.59,0.45,0.59,21,68,0
10939.48,1,0,2.86,0.22,0.57,15,60,0
10097.51,1,1,7.51,0.8,0.97,8,25,1
41563.03,0,0,3.79,0.19,0.58,5,66,0
42263.02,0,0,0.4,0.36,0.91,5,71,0
30359.85,0,1,1.31,0.25,0.08,17,47,0
13963.86,1,0,6.18,0.56,0.14,1,0,1
41777.94,1,1,1.12,0.27,0.05,22,78,1
39367.71,0,0,8.26,0.69,0.24,23,23,0
33100.77,0,0,3.38,0.31,0.54,1,93,0
33668.41,0,0,1.75,0.38,0.75,22,36,0
39606.64,1,0,7.72,0.86,0.05,20,65,1
37506.33,0,0,9.76,0.96,0.11,4,70,1
9393.62,0,1,9.51,0.65,0.39,19,38,0
15668.87,1,1,5.63,0.36,0.33,13,34,1
16324.13,0,1,1.33,0.86,0.9,17,56,0
19934.65,0,0,3.4,0.22,0.63,18,30,0
15921.95,1,0,0.63,0.77,0.72,16,71,0
24545.7,0,0,4.23,0.58,0.46,13,93,0
30245.03,1,1,5.96,0.06,0.08,15,12,1
44650.52,0,0,0.15,0.99,0.88,12,96,1
47973.05,0,0,7.72,0.87,0.54,16,64,0
11322.35,0,0,6.23,0.27,0.05,18,3,0
44647.85,1,0,4.71,0.54,0.18,12,53,0
26385.77,0,0,0.47,0.6,0.27,14,44,0
32726.12,0,0,5.09,0.9,0.94,4,53,1
4428.71,0,0,5.28,0.65,0.6,14,96,1
45450.32,0,0,7.22,0.78,0.45,5,77,0
30940.38,0,0,6.54,0.35,0.38,11,72,0
48931.06,1,0,2.73,0.34,0.31,17,22,0
30916.11,1,0,7.06,0.26,0.3,8,34,1
16048.94,0,0,0.45,0.72,0.52,13,65,0
8667.53,0,0,1.03,0.77,0.07,0,79,0
44544.27,1,0,8.23,0.52,0.85,5,27,1
21796.6,0,0,4.46,0.17,0.51,23,83,0
33964.61,0,0,2.95,0.92,0.87,12,92,0
3650.65,1,1,8.56,0.85,0.51,6,14,1
23926.65,0,0,5.43,0.29,0.4,2,16,0
6642.95,0,1,8.3,0.44,0.54,23,48,1
20980.49,0,0,4.63,0.54,0.18,8,76,0
12196.7,0,0,7.65,0.46,0.65,7,65,0
33997.9,0,0,3.82,0.66,0.52,18,46,0
43747.63,0,0,6.34,0.34,0.07,7,47,0
23099.95,1,1,6.71,0.28,0.73,10,98,1
10668.78,1,0,9.62,0.74,0.66,14,87,0
23957.04,0,1,6.84,0.9,0.9,22,28,1
31163.54,0,0,1.0,0.69,0.74,23,92,0
13093.83,0,0,7.1,0.8,0.23,11,19,0
25678.29,0,1,4.79,0.81,0.6,18,17,0
21011.83,0,0,2.81,0.53,0.37,18,5,0
25545.63,0,0,1.08,0.85,0.93,20,96,0
46314.52,1,1,6.7,0.27,0.9,13,74,1
10731.72,0,0,5.19,0.73,0.93,19,98,0
47723.03,1,0,3.67,0.82,0.63,18,68,0
35979.76,0,0,5.88,0.1,0.62,21,91,0
29291.09,1,0,7.51,0.68,0.99,7,68,0
8285.13,1,0,0.69,0.67,0.89,11,65,0
41063.39,1,0,1.63,0.29,0.75,10,23,0
14035.34,0,0,7.16,0.05,0.09,12,89,0
20927.62,0,1,2.01,0.42,0.94,23,97,0
27779.21,0,0,4.29,0.81,0.29,15,48,0
39348.79,1,0,8.14,0.34,0.57,17,93,1
30710.93,0,0,0.48,0.19,0.92,13,5,0
39047.98,0,0,7.42,0.97,0.48,3,63,1
48755.94,1,0,0.18,0.52,0.55,0,54,0
14305.25,1,0,3.24,0.64,0.67,7,37,0
7919.79,1,0,0.67,0.79,0.41,13,37,0
22458.95,0,0,8.1,0.17,0.97,5,40,0
9227.91,0,0,6.37,0.1,0.28,18,11,0
2576.27,1,0,4.4,0.38,0.07,15,84,0
48782.69,1,1,8.88,0.56,0.66,7,97,1
37300.6,0,0,5.08,0.52,0.21,11,56,0
8026.75,0,1,1.62,0.31,0.61,17,39,0
7783.31,1,0,2.45,0.32,0.94,3,44,0
34920.07,0,0,5.64,0.23,0.48,3,73,0
16436.1,1,1,3.3,0.85,0.15,4,67,1
7722.25,0,0,4.77,0.91,0.4,23,58,1
25086.67,0,0,6.97,0.77,0.86,1,55,1
13406.14,1,0,6.8,0.5,0.99,17,11,0
47629.32,1,1,8.16,0.49,0.29,5,40,1
8493.86,0,0,0.3,0.07,0.54,2,54,0
47112.91,0,0,0.62,0.46,0.64,13,55,0
34163.98,0,0,9.11,0.36,0.52,15,18,0
37412.25,0,0,0.92,0.63,0.15,7,41,0
40746.23,0,0,0.35,0.81,0.62,2,90,0
8410.62,0,0,3.05,0.08,0.09,18,53,0
36982.32,0,0,4.37,0.48,0.54,15,62,0
13747.79,0,0,3.34,0.47,0.66,0,68,0
31051.91,0,0,7.09,0.56,0.69,5,67,0
21670.34,0,0,5.87,0.12,0.9,20,37,0
37444.98,1,1,0.64,0.62,0.46,16,17,1
28176.44,0,0,6.16,0.75,0.78,0,57,1
20532.59,1,1,3.04,0.2,0.46,19,18,1
28828.39,0,0,5.15,0.15,0.87,17,19,0
540.71,0,1,5.26,1.0,0.55,14,76,0
46433.25,0,0,8.47,0.33,0.39,20,55,0
45058.08,1,1,1.36,0.83,0.44,6,7,1
23666.82,0,0,3.29,0.12,0.9,14,93,0
38860.74,0,0,2.61,0.87,0.72,19,99,0
4644.2,0,0,2.16,0.68,0.92,14,31,0
10466.69,0,1,7.51,0.88,0.56,18,90,0
46530.83,0,1,4.03,0.25,0.92,17,88,0
24929.0,0,0,5.77,0.07,0.43,16,85,0
26307.59,0,0,5.6,0.76,0.26,4,1,1
18264.97,1,0,7.58,0.76,0.3,0,49,1
44725.71,0,1,2.22,0.12,0.9,18,88,0
49630.23,0,1,8.29,0.85,0.59,4,51,1
9122.84,0,0,7.33,0.84,0.73,16,77,0
22275.25,0,0,0.13,0.28,0.72,22,70,0
45453.48,0,0,1.9,0.06,0.78,18,62,0
30746.72,0,0,4.81,0.96,0.28,21,80,0
5290.22,0,0,8.48,0.34,0.99,9,1,0
47759.42,0,1,8.11,0.97,0.5,13,88,1
6736.63,0,0,2.71,0.11,0.4,18,33,0
36418.92,0,0,3.24,0.76,0.18,23,77,0
17721.58,1,0,3.72,0.95,0.36,9,60,0
49842.76,0,1,1.74,0.74,0.55,0,67,1
27686.23,0,0,1.54,0.81,0.86,12,23,0
24371.81,0,0,1.74,0.79,0.27,7,55,0
22632.16,0,1,8.69,0.48,0.06,21,41,1
30349.06,0,0,1.63,0.66,0.22,13,18,0
17020.47,1,0,4.14,0.72,0.27,18,70,0
32324.94,0,1,2.33,1.0,0.52,4,36,1
208.99,1,0,6.71,0.82,0.21,11,41,0
24742.41,0,0,3.24,0.39,0.69,13,72,0
539.86,1,0,7.89,0.37,0.83,10,0,1
8751.32,0,0,3.55,0.78,0.14,20,69,0
26331.73,1,0,6.61,0.11,0.21,15,37,1
27015.03,1,0,3.63,0.29,0.29,22,74,0
31809.31,0,0,7.25,0.68,0.18,18,67,0
5427.14,1,0,5.12,0.38,0.23,5,18,0
11524.22,0,0,2.63,0.53,0.97,14,6,0
44507.56,0,0,8.56,0.5,0.88,18,68,0
6527.77,1,0,8.9,0.94,0.1,17,60,0
18810.73,0,0,2.88,0.58,0.72,3,78,0
27882.76,0,0,1.25,0.69,0.46,17,17,0
37699.84,0,0,0.75,0.64,0.61,11,97,0
45520.06,0,0,5.48,0.15,0.94,18,17,0
4130.88,0,0,5.19,0.71,0.1,3,96,0
40979.61,0,1,1.01,0.84,0.39,15,32,0
15207.1,0,0,9.56,0.81,0.68,9,86,0
39629.24,0,0,1.69,0.67,0.93,10,54,0
385.47,0,0,8.91,0.87,0.12,17,9,0
24809.06,0,0,7.2,0.62,0.36,11,76,0
20780.95,0,1,8.07,0.27,0.29,19,54,1
14906.2,0,0,9.7,0.1,0.61,15,35,0
1111.97,0,0,3.18,0.35,0.37,2,10,0
3000.88,1,0,10.0,0.21,0.78,19,91,0
1727.95,1,1,1.71,0.44,0.84,1,17,1
19799.9,1,1,9.27,0.41,0.21,17,37,1
32908.96,0,0,9.47,0.28,0.68,23,51,0
15916.49,1,0,7.61,0.58,0.34,7,55,0
1985.37,0,1,6.82,0.68,0.63,8,14,0
24065.32,1,0,9.27,0.71,0.29,5,82,1
45884.15,0,0,2.3,0.57,0.18,22,66,0
33827.01,1,0,2.48,0.88,0.43,6,9,0
43046.53,0,0,8.93,0.08,0.9,22,94,0
33325.88,0,0,0.44,0.85,0.49,0,69,0
35370.29,0,0,0.26,0.45,0.13,12,91,0
13439.74,0,0,0.78,0.97,0.89,23,33,0
23110.97,0,0,7.75,0.21,0.78,12,92,0
27013.48,1,0,6.0,0.48,0.45,7,4,1
18676.75,0,0,2.79,0.73,0.1,14,24,0
4184.89,0,0,5.57,0.39,0.97,1,89,0
22241.39,1,0,5.52,0.76,0.26,11,34,1
16544.15,0,0,7.21,0.42,0.91,1,18,0
22574.46,0,1,7.97,0.09,0.37,2,14,1
15794.43,1,1,7.34,0.99,0.31,19,23,1
38354.47,0,0,1.13,0.8,0.56,9,96,0
26020.21,0,1,9.54,0.45,0.21,23,43,1
20222.7,1,1,1.24,0.96,0.4,20,59,1
1834.03,1,0,6.47,0.91,0.53,0,85,1
43319.82,1,1,9.41,0.41,0.47,23,95,1
49300.12,1,1,2.24,0.78,0.07,16,33,1
8082.15,0,0,8.14,0.2,0.75,14,18,0
41618.83,0,1,1.88,0.68,0.69,15,86,0
16305.06,1,0,3.36,0.56,0.11,20,50,0
24342.45,0,1,7.21,0.95,0.71,9,41,1
27770.18,0,1,6.46,0.08,0.74,8,99,1
39799.45,0,0,9.9,0.14,0.68,21,54,0
32040.51,0,0,2.15,0.64,0.17,5,46,0
41778.75,0,0,9.42,0.27,0.42,0,85,0
49399.97,0,0,2.63,0.16,0.92,21,52,0
9111.75,0,0,8.37,0.33,0.1,15,20,0
21428.4,1,0,4.33,0.15,0.52,7,54,0
21236.93,1,1,2.74,0.47,0.81,16,64,1
5618.26,0,0,5.15,0.55,0.88,17,98,0
1063.99,0,0,3.5,0.68,0.27,5,42,0
48141.49,0,0,6.0,0.97,0.98,16,38,1
16492.6,1,0,3.83,0.9,0.31,18,7,0
15200.85,0,0,7.29,0.9,0.69,13,53,0
44089.07,0,0,7.65,0.68,0.28,12,34,0
30251.55,1,0,2.7,0.28,0.97,5,60,0
43998.05,0,1,3.49,0.47,0.72,21,52,0
15965.17,0,0,0.52,0.06,0.49,16,6,0
33250.78,0,0,2.06,0.57,0.16,13,19,0
